"","term","gene","human","mouse"
"21456","Stem_Munoz_2012","Ptpro","PTPRO","Ptpro"
"21457","Stem_Munoz_2012","Ptprs","PTPRS","Ptprs"
"21458","Stem_Munoz_2012",NA,"RAD51L1",NA
"21459","Stem_Munoz_2012","Rasa3","RASA3","Rasa3"
"21460","Stem_Munoz_2012","Rgmb","RGMB","Rgmb"
"21461","Stem_Munoz_2012","Rgs12","RGS12","Rgs12"
"21462","Stem_Munoz_2012","Rnf32","RNF32","Rnf32"
"21463","Stem_Munoz_2012","Rnf43","RNF43","Rnf43"
"21464","Stem_Munoz_2012","Scn2b","SCN2B","Scn2b"
"21465","Stem_Munoz_2012","Sectm1b","SECTM1B","Sectm1b"
"21466","Stem_Munoz_2012","Sema7a","SEMA7A","Sema7a"
"21467","Stem_Munoz_2012","Sestd1","SESTD1","Sestd1"
"21468","Stem_Munoz_2012","Sfrp5","SFRP5","Sfrp5"
"21469","Stem_Munoz_2012","Shisa2","SHISA2","Shisa2"
"21470","Stem_Munoz_2012","Slc19a2","SLC19A2","Slc19a2"
"21471","Stem_Munoz_2012","Slc23a3","SLC23A3","Slc23a3"
"21472","Stem_Munoz_2012",NA,"SLC27A2",NA
"21473","Stem_Munoz_2012","Slco3a1","SLCO3A1","Slco3a1"
"21474","Stem_Munoz_2012","Smo","SMO","Smo"
"21475","Stem_Munoz_2012","Snx10","SNX10","Snx10"
"21476","Stem_Munoz_2012","Sorcs2","SORCS2","Sorcs2"
"21477","Stem_Munoz_2012","Sox4","SOX4","Sox4"
"21478","Stem_Munoz_2012","Sox9","SOX9","Sox9"
"21479","Stem_Munoz_2012","Sp5","SP5","Sp5"
"21480","Stem_Munoz_2012","Srl","SRL","Srl"
"21481","Stem_Munoz_2012",NA,"SYCN",NA
"21482","Stem_Munoz_2012","Tead2","TEAD2","Tead2"
"21483","Stem_Munoz_2012","Tex9","TEX9","Tex9"
"21484","Stem_Munoz_2012","Tfpi","TFPI","Tfpi"
"21485","Stem_Munoz_2012","Tgif2","TGIF2","Tgif2"
"21486","Stem_Munoz_2012","Tmem209","TMEM209","Tmem209"
"21487","Stem_Munoz_2012","Tnfrsf19","TNFRSF19","Tnfrsf19"
"21488","Stem_Munoz_2012","Trim44","TRIM44","Trim44"
"21489","Stem_Munoz_2012","Ttc21b","TTC21B","Ttc21b"
"21490","Stem_Munoz_2012","Ttpa","TTPA","Ttpa"
"21491","Stem_Munoz_2012","Txndc16","TXNDC16","Txndc16"
"21492","Stem_Munoz_2012","Utrn","UTRN","Utrn"
"21493","Stem_Munoz_2012","Vav3","VAV3","Vav3"
"21494","Stem_Munoz_2012","Wdr35","WDR35","Wdr35"
"21495","Stem_Munoz_2012","Wdr90","WDR90","Wdr90"
"21496","Stem_Munoz_2012","Wwp1","WWP1","Wwp1"
"21497","Stem_Munoz_2012","Wwtr1","WWTR1","Wwtr1"
"21498","Stem_Munoz_2012","Zfp12","ZFP12","Zfp12"
"21499","Stem_Munoz_2012","Zkscan17","ZKSCAN17","Zkscan17"
"21500","Stem_Munoz_2012","Znrf3","ZNRF3","Znrf3"
"21501","Stem_Munoz_2012","Zranb3","ZRANB3","Zranb3"
"21502","Stem_Munoz_2012","Acsm3","ACSM3","Acsm3"
"21503","Stem_Munoz_2012","Afap1l1","AFAP1L1","Afap1l1"
"21504","Stem_Munoz_2012","Agr3","AGR3","Agr3"
"21505","Stem_Munoz_2012","Aqp4","AQP4","Aqp4"
"21506","Stem_Munoz_2012","Cd44","CD44","Cd44"
"21507","Stem_Munoz_2012","Cdca7","CDCA7","Cdca7"
"21508","Stem_Munoz_2012","Cdk6","CDK6","Cdk6"
"21509","Stem_Munoz_2012",NA,"CLCA4",NA
"21510","Stem_Munoz_2012","Cnn3","CNN3","Cnn3"
"21511","Stem_Munoz_2012","Dach1","DACH1","Dach1"
"21512","Stem_Munoz_2012","Dmpk","DMPK","Dmpk"
"21513","Stem_Munoz_2012",NA,"FAM115C",NA
"21514","Stem_Munoz_2012","Fzd7","FZD7","Fzd7"
"21515","Stem_Munoz_2012","Glrx","GLRX","Glrx"
"21516","Stem_Munoz_2012","Grb7","GRB7","Grb7"
"21517","Stem_Munoz_2012","Kcnq1","KCNQ1","Kcnq1"
"21518","Stem_Munoz_2012","Lcp1","LCP1","Lcp1"
"21519","Stem_Munoz_2012","Mecom","MECOM","Mecom"
"21520","Stem_Munoz_2012","Nav1","NAV1","Nav1"
"21521","Stem_Munoz_2012",NA,"OLFM4",NA
"21522","Stem_Munoz_2012","Paics","PAICS","Paics"
"21523","Stem_Munoz_2012","Picalm","PICALM","Picalm"
"21524","Stem_Munoz_2012",NA,"6-SEP",NA
"21525","Stem_Munoz_2012","Slc12a2","SLC12A2","Slc12a2"
"21526","Stem_Munoz_2012","Smoc2","SMOC2","Smoc2"
"21527","Stem_Munoz_2012","Soat1","SOAT1","Soat1"
"21528","Stem_Munoz_2012","Sorbs2","SORBS2","Sorbs2"
"21529","Stem_Munoz_2012","Tns3","TNS3","Tns3"
"21530","Stem_Munoz_2012","Vdr","VDR","Vdr"
"21531","Stem_Munoz_2012",NA,"1500011H22RIK",NA
"21532","Stem_Munoz_2012",NA,"2310008H04RIK",NA
"21533","Stem_Munoz_2012","4933439C10Rik","4933439C10RIK","4933439C10Rik"
"21534","Stem_Munoz_2012",NA,"ACPL2",NA
"21535","Stem_Munoz_2012","Acvr2b","ACVR2B","Acvr2b"
"21536","Stem_Munoz_2012",NA,"ADRBK2",NA
"21537","Stem_Munoz_2012",NA,"AI480653",NA
"21538","Stem_Munoz_2012","Aldh7a1","ALDH7A1","Aldh7a1"
"21539","Stem_Munoz_2012","Alms1","ALMS1","Alms1"
"21540","Stem_Munoz_2012",NA,"ALS2CR4",NA
"21541","Stem_Munoz_2012","App","APP","App"
"21542","Stem_Munoz_2012","Aqp1","AQP1","Aqp1"
"21543","Stem_Munoz_2012","Arhgap39","ARHGAP39","Arhgap39"
"21544","Stem_Munoz_2012","Aspm","ASPM","Aspm"
"21545","Stem_Munoz_2012","Atp11a","ATP11A","Atp11a"
"21546","Stem_Munoz_2012","Atr","ATR","Atr"
"21547","Stem_Munoz_2012","AU020206","AU020206","AU020206"
"21548","Stem_Munoz_2012","Bckdhb","BCKDHB","Bckdhb"
"21549","Stem_Munoz_2012","Bcl2","BCL2","Bcl2"
"21550","Stem_Munoz_2012","Bcl7a","BCL7A","Bcl7a"
"21551","Stem_Munoz_2012","Blnk","BLNK","Blnk"
"21552","Stem_Munoz_2012","Brca2","BRCA2","Brca2"
"21553","Stem_Munoz_2012",NA,"C79407",NA
"21554","Stem_Munoz_2012",NA,"CCBL2",NA
"21555","Stem_Munoz_2012","Ccdc18","CCDC18","Ccdc18"
"21556","Stem_Munoz_2012","Cdca7l","CDCA7L","Cdca7l"
"21557","Stem_Munoz_2012","Cenpf","CENPF","Cenpf"
"21558","Stem_Munoz_2012","Cep192","CEP192","Cep192"
"21559","Stem_Munoz_2012","Cit","CIT","Cit"
"21560","Stem_Munoz_2012","Ckap2","CKAP2","Ckap2"
"21561","Stem_Munoz_2012","Csad","CSAD","Csad"
"21562","Stem_Munoz_2012","Csnk1e","CSNK1E","Csnk1e"
"21563","Stem_Munoz_2012","Dapk2","DAPK2","Dapk2"
"21564","Stem_Munoz_2012","Dctd","DCTD","Dctd"
"21565","Stem_Munoz_2012","Dtl","DTL","Dtl"
"21566","Stem_Munoz_2012","Efna4","EFNA4","Efna4"
"21567","Stem_Munoz_2012","Ehf","EHF","Ehf"
"21568","Stem_Munoz_2012","Elmo1","ELMO1","Elmo1"
"21569","Stem_Munoz_2012","Engase","ENGASE","Engase"
"21570","Stem_Munoz_2012","Eri2","ERI2","Eri2"
"21571","Stem_Munoz_2012","Espl1","ESPL1","Espl1"
"21572","Stem_Munoz_2012","Etv6","ETV6","Etv6"
"21573","Stem_Munoz_2012","Fads1","FADS1","Fads1"
"21574","Stem_Munoz_2012",NA,"FAM115A",NA
"21575","Stem_Munoz_2012","Fam189b","FAM189B","Fam189b"
"21576","Stem_Munoz_2012","Fam92a","FAM92A","Fam92a"
"21577","Stem_Munoz_2012","Fhdc1","FHDC1","Fhdc1"
"21578","Stem_Munoz_2012","Fras1","FRAS1","Fras1"
"21579","Stem_Munoz_2012","Gabbr1","GABBR1","Gabbr1"
"21580","Stem_Munoz_2012","Gemin8","GEMIN8","Gemin8"
"21581","Stem_Munoz_2012","Gins1","GINS1","Gins1"
"21582","Stem_Munoz_2012",NA,"GM3626",NA
"21583","Stem_Munoz_2012",NA,"GM5918",NA
"21584","Stem_Munoz_2012","Haus4","HAUS4","Haus4"
"21585","Stem_Munoz_2012","Hdac11","HDAC11","Hdac11"
"21586","Stem_Munoz_2012","Hemgn","HEMGN","Hemgn"
"21587","Stem_Munoz_2012","Hirip3","HIRIP3","Hirip3"
"21588","Stem_Munoz_2012","Ifitm2","IFITM2","Ifitm2"
"21589","Stem_Munoz_2012","Ift122","IFT122","Ift122"
"21590","Stem_Munoz_2012","Ilf3","ILF3","Ilf3"
"21591","Stem_Munoz_2012","Isyna1","ISYNA1","Isyna1"
"21592","Stem_Munoz_2012","Kif12","KIF12","Kif12"
"21593","Stem_Munoz_2012","Kif20a","KIF20A","Kif20a"
"21594","Stem_Munoz_2012","Klhl23","KLHL23","Klhl23"
"21595","Stem_Munoz_2012","Krt23","KRT23","Krt23"
"21596","Stem_Munoz_2012","Lancl1","LANCL1","Lancl1"
"21597","Stem_Munoz_2012",NA,"LASS6",NA
"21598","Stem_Munoz_2012","Limk2","LIMK2","Limk2"
"21599","Stem_Munoz_2012","Lpar6","LPAR6","Lpar6"
"21600","Stem_Munoz_2012","Lrig1","LRIG1","Lrig1"
"21601","Stem_Munoz_2012","Lysmd2","LYSMD2","Lysmd2"
"21602","Stem_Munoz_2012","Maged1","MAGED1","Maged1"
"21603","Stem_Munoz_2012","Marveld1","MARVELD1","Marveld1"
"21604","Stem_Munoz_2012","Mcc","MCC","Mcc"
"21605","Stem_Munoz_2012","Mcm8","MCM8","Mcm8"
"21606","Stem_Munoz_2012","Mdn1","MDN1","Mdn1"
"21607","Stem_Munoz_2012","Mfge8","MFGE8","Mfge8"
"21608","Stem_Munoz_2012","Mif","MIF","Mif"
"21609","Stem_Munoz_2012","Mlh3","MLH3","Mlh3"
"21610","Stem_Munoz_2012","Mlxip","MLXIP","Mlxip"
"21611","Stem_Munoz_2012","Mpzl1","MPZL1","Mpzl1"
"21612","Stem_Munoz_2012","Mpzl3","MPZL3","Mpzl3"
"21613","Stem_Munoz_2012","Myo1b","MYO1B","Myo1b"
"21614","Stem_Munoz_2012","Nedd4","NEDD4","Nedd4"
"21615","Stem_Munoz_2012",NA,"NELF",NA
"21616","Stem_Munoz_2012","Nfia","NFIA","Nfia"
"21617","Stem_Munoz_2012","Nfic","NFIC","Nfic"
"21618","Stem_Munoz_2012","Nin","NIN","Nin"
"21619","Stem_Munoz_2012","Nod1","NOD1","Nod1"
"21620","Stem_Munoz_2012",NA,"NT5C3L",NA
"21621","Stem_Munoz_2012","Orc1","ORC1","Orc1"
"21622","Stem_Munoz_2012","Palb2","PALB2","Palb2"
"21623","Stem_Munoz_2012","Pbx1","PBX1","Pbx1"
"21624","Stem_Munoz_2012","Pck2","PCK2","Pck2"
"21625","Stem_Munoz_2012","Pde3b","PDE3B","Pde3b"
"21626","Stem_Munoz_2012","Pds5b","PDS5B","Pds5b"
"21627","Stem_Munoz_2012","Peli2","PELI2","Peli2"
"21628","Stem_Munoz_2012","Phc1","PHC1","Phc1"
"21629","Stem_Munoz_2012","Phlpp1","PHLPP1","Phlpp1"
"21630","Stem_Munoz_2012","Plce1","PLCE1","Plce1"
"21631","Stem_Munoz_2012","Pls3","PLS3","Pls3"
"21632","Stem_Munoz_2012","Pnpla7","PNPLA7","Pnpla7"
"21633","Stem_Munoz_2012","Poglut1","POGLUT1","Poglut1"
"21634","Stem_Munoz_2012","Pold1","POLD1","Pold1"
"21635","Stem_Munoz_2012","Pole","POLE","Pole"
"21636","Stem_Munoz_2012","Poli","POLI","Poli"
"21637","Stem_Munoz_2012","Ppat","PPAT","Ppat"
"21638","Stem_Munoz_2012","Ppm1f","PPM1F","Ppm1f"
"21639","Stem_Munoz_2012","Ppp1r9a","PPP1R9A","Ppp1r9a"
"21640","Stem_Munoz_2012","Prkacb","PRKACB","Prkacb"
"21641","Stem_Munoz_2012","Prpf40b","PRPF40B","Prpf40b"
"21642","Stem_Munoz_2012","Prps2","PRPS2","Prps2"
"21643","Stem_Munoz_2012","Prrc2b","PRRC2B","Prrc2b"
"21644","Stem_Munoz_2012","Ptprm","PTPRM","Ptprm"
"21645","Stem_Munoz_2012","Qsox2","QSOX2","Qsox2"
"21646","Stem_Munoz_2012","Rassf4","RASSF4","Rassf4"
"21647","Stem_Munoz_2012",NA,"RGNEF",NA
"21648","Stem_Munoz_2012","Rhbdf1","RHBDF1","Rhbdf1"
"21649","Stem_Munoz_2012","Rnf219","RNF219","Rnf219"
"21650","Stem_Munoz_2012","Rprd1a","RPRD1A","Rprd1a"
"21651","Stem_Munoz_2012","Sema3b","SEMA3B","Sema3b"
"21652","Stem_Munoz_2012","Sesn3","SESN3","Sesn3"
"21653","Stem_Munoz_2012","Slc39a10","SLC39A10","Slc39a10"
"21654","Stem_Munoz_2012","Slc44a2","SLC44A2","Slc44a2"
"21655","Stem_Munoz_2012",NA,"SMPX",NA
"21656","Stem_Munoz_2012","Sord","SORD","Sord"
"21657","Stem_Munoz_2012","Spag5","SPAG5","Spag5"
"21658","Stem_Munoz_2012","Spata24","SPATA24","Spata24"
"21659","Stem_Munoz_2012","Spice1","SPICE1","Spice1"
"21660","Stem_Munoz_2012","Stk39","STK39","Stk39"
"21661","Stem_Munoz_2012","Tbc1d19","TBC1D19","Tbc1d19"
"21662","Stem_Munoz_2012","Tbc1d4","TBC1D4","Tbc1d4"
"21663","Stem_Munoz_2012","Tgif1","TGIF1","Tgif1"
"21664","Stem_Munoz_2012","Tiam1","TIAM1","Tiam1"
"21665","Stem_Munoz_2012","Timeless","TIMELESS","Timeless"
"21666","Stem_Munoz_2012","Tmem132a","TMEM132A","Tmem132a"
"21667","Stem_Munoz_2012",NA,"TMEM194",NA
"21668","Stem_Munoz_2012","Tmem9","TMEM9","Tmem9"
"21669","Stem_Munoz_2012","Tnfaip8l1","TNFAIP8L1","Tnfaip8l1"
"21670","Stem_Munoz_2012","Tnfsf10","TNFSF10","Tnfsf10"
"21671","Stem_Munoz_2012","Tns4","TNS4","Tns4"
"21672","Stem_Munoz_2012","Trim37","TRIM37","Trim37"
"21673","Stem_Munoz_2012","Tspan5","TSPAN5","Tspan5"
"21674","Stem_Munoz_2012","Ttc23","TTC23","Ttc23"
"21675","Stem_Munoz_2012","Tubb2b","TUBB2B","Tubb2b"
"21676","Stem_Munoz_2012","Ung","UNG","Ung"
"21677","Stem_Munoz_2012","Vnn1","VNN1","Vnn1"
"21678","Stem_Munoz_2012","Xrcc5","XRCC5","Xrcc5"
"21679","Stem_Munoz_2012","Yap1","YAP1","Yap1"
"21680","Stem_Munoz_2012","Zbtb12","ZBTB12","Zbtb12"
"21681","Stem_Munoz_2012","Zbtb25","ZBTB25","Zbtb25"
"21682","Stem_Munoz_2012","Zbtb38","ZBTB38","Zbtb38"
"21683","Stem_Munoz_2012","Zfhx3","ZFHX3","Zfhx3"
"21684","Stem_Munoz_2012","Zfp275","ZFP275","Zfp275"
"21685","Stem_Munoz_2012","Zfp292","ZFP292","Zfp292"
"21686","Stem_Munoz_2012","Zfp318","ZFP318","Zfp318"
"21687","Stem_Munoz_2012","Zfp397","ZFP397","Zfp397"
"21688","Stem_Munoz_2012","Zfp462","ZFP462","Zfp462"
"21689","Stem_Munoz_2012","Zfp553","ZFP553","Zfp553"
"21690","Stem_Munoz_2012","Zfp566","ZFP566","Zfp566"
"21691","Stem_Munoz_2012","Zfp704","ZFP704","Zfp704"
"21692","Stem_Munoz_2012",NA,"ZFP783",NA
"21693","Stem_Munoz_2012","Zfp90","ZFP90","Zfp90"
"21694","Stem_Munoz_2012","Zmym1","ZMYM1","Zmym1"
"21695","Stem_Munoz_2012","1110051M20Rik","1110051M20RIK","1110051M20Rik"
"21696","Stem_Munoz_2012",NA,"1190002H23RIK",NA
"21697","Stem_Munoz_2012",NA,"1700040L02RIK",NA
"21698","Stem_Munoz_2012","4933431E20Rik","4933431E20RIK","4933431E20Rik"
"21699","Stem_Munoz_2012","Acot1","ACOT1","Acot1"
"21700","Stem_Munoz_2012",NA,"AI747448",NA
"21701","Stem_Munoz_2012",NA,"AK7",NA
"21702","Stem_Munoz_2012",NA,"BC021891",NA
"21703","Stem_Munoz_2012",NA,"BHLHB9",NA
"21704","Stem_Munoz_2012",NA,"CCDC111",NA
"21705","Stem_Munoz_2012","Ciita","CIITA","Ciita"
"21706","Stem_Munoz_2012","Clu","CLU","Clu"
"21707","Stem_Munoz_2012","Dtx4","DTX4","Dtx4"
"21708","Stem_Munoz_2012","Fam171a1","FAM171A1","Fam171a1"
"21709","Stem_Munoz_2012","Fgd1","FGD1","Fgd1"
"21710","Stem_Munoz_2012","Greb1","GREB1","Greb1"
"21711","Stem_Munoz_2012","H2-Aa","H2-AA","H2-Aa"
"21712","Stem_Munoz_2012","H2-Eb1","H2-EB1","H2-Eb1"
"21713","Stem_Munoz_2012","Hmbox1","HMBOX1","Hmbox1"
"21714","Stem_Munoz_2012","Hmga2","HMGA2","Hmga2"
"21715","Stem_Munoz_2012","Iffo2","IFFO2","Iffo2"
"21716","Stem_Munoz_2012","Ifitm3","IFITM3","Ifitm3"
"21717","Stem_Munoz_2012","Impdh2","IMPDH2","Impdh2"
"21718","Stem_Munoz_2012","Irf2bp2","IRF2BP2","Irf2bp2"
"21719","Stem_Munoz_2012","Kank1","KANK1","Kank1"
"21720","Stem_Munoz_2012","Klhl24","KLHL24","Klhl24"
"21721","Stem_Munoz_2012","Lamb3","LAMB3","Lamb3"
"21722","Stem_Munoz_2012",NA,"LECT2",NA
"21723","Stem_Munoz_2012",NA,"NR2E3",NA
"21724","Stem_Munoz_2012","Nrg4","NRG4","Nrg4"
"21725","Stem_Munoz_2012","Nrn1l","NRN1","Nrn1l"
"21726","Stem_Munoz_2012","Nrtn","NRTN","Nrtn"
"21727","Stem_Munoz_2012",NA,"PCDH8",NA
"21728","Stem_Munoz_2012","Pde8b","PDE8B","Pde8b"
"21729","Stem_Munoz_2012","Pdgfa","PDGFA","Pdgfa"
"21730","Stem_Munoz_2012","Phf20","PHF20","Phf20"
"21731","Stem_Munoz_2012","Prss23","PRSS23","Prss23"
"21732","Stem_Munoz_2012","Rasl11b","RASL11B","Rasl11b"
"21733","Stem_Munoz_2012","Rassf5","RASSF5","Rassf5"
"21734","Stem_Munoz_2012","Rccd1","RCCD1","Rccd1"
"21735","Stem_Munoz_2012","Rdh16","RDH16","Rdh16"
"21736","Stem_Munoz_2012","Rhobtb3","RHOBTB3","Rhobtb3"
"21737","Stem_Munoz_2012","S100pbp","S100PBP","S100pbp"
"21738","Stem_Munoz_2012","Sdc4","SDC4","Sdc4"
"21739","Stem_Munoz_2012","Sgk1","SGK1","Sgk1"
"21740","Stem_Munoz_2012","Slc14a1","SLC14A1","Slc14a1"
"21741","Stem_Munoz_2012","Slc16a13","SLC16A13","Slc16a13"
"21742","Stem_Munoz_2012","Smarcd3","SMARCD3","Smarcd3"
"21743","Stem_Munoz_2012","Tbc1d9","TBC1D9","Tbc1d9"
"21744","Stem_Munoz_2012","Tcf7","TCF7","Tcf7"
"21745","Stem_Munoz_2012","Tifa","TIFA","Tifa"
"21746","Stem_Munoz_2012","Tlr2","TLR2","Tlr2"
"21747","Stem_Munoz_2012","Trim24","TRIM24","Trim24"
"21748","Stem_Munoz_2012","Trim32","TRIM32","Trim32"
"21749","Stem_Munoz_2012",NA,"WFDC15B",NA
"21750","Stem_Munoz_2012","Zc3hav1l","ZC3HAV1L","Zc3hav1l"
"21751","Stem_Munoz_2012","Zfp503","ZFP503","Zfp503"
"21752","Stem_Munoz_2012","Zfp618","ZFP618","Zfp618"
"21753","Stem_Munoz_2012","Zfp956","ZFP956","Zfp956"
"21754","Regeneration_Nusse_2018",NA,"GM26656",NA
"21755","Regeneration_Nusse_2018","Lrg1","LRG1","Lrg1"
"21756","Regeneration_Nusse_2018","Ly6a","LY6A","Ly6a"
"21757","Regeneration_Nusse_2018","Ido1","IDO1","Ido1"
"21758","Regeneration_Nusse_2018",NA,"ANXA10",NA
"21759","Regeneration_Nusse_2018","Khdc1a","KHDC1A","Khdc1a"
"21760","Regeneration_Nusse_2018","Ubd","UBD","Ubd"
"21761","Regeneration_Nusse_2018","Socs1","SOCS1","Socs1"
"21762","Regeneration_Nusse_2018","Alox15","ALOX15","Alox15"
"21763","Regeneration_Nusse_2018","Tat","TAT","Tat"
"21764","Regeneration_Nusse_2018","Arl5c","ARL5C","Arl5c"
"21765","Regeneration_Nusse_2018","Apol10b","APOL10B","Apol10b"
"21766","Regeneration_Nusse_2018","Iigp1","IIGP1","Iigp1"
"21767","Regeneration_Nusse_2018","Retnlb","RETNLB","Retnlb"
"21768","Regeneration_Nusse_2018","Tgtp1","TGTP1","Tgtp1"
"21769","Regeneration_Nusse_2018",NA,"ART2A-PS",NA
"21770","Regeneration_Nusse_2018","Slc5a5","SLC5A5","Slc5a5"
"21771","Regeneration_Nusse_2018","Atg9b","ATG9B","Atg9b"
"21772","Regeneration_Nusse_2018","Hspa1a","HSPA1A","Hspa1a"
"21773","Regeneration_Nusse_2018","Fut2","FUT2","Fut2"
"21774","Regeneration_Nusse_2018","Adm","ADM","Adm"
"21775","Regeneration_Nusse_2018","4930461G14Rik","4930461G14RIK","4930461G14Rik"
"21776","Regeneration_Nusse_2018",NA,"MX1",NA
"21777","Regeneration_Nusse_2018","Cxcl9","CXCL9","Cxcl9"
"21778","Regeneration_Nusse_2018","Nptx2","NPTX2","Nptx2"
"21779","Regeneration_Nusse_2018","Wtip","WTIP","Wtip"
"21780","Regeneration_Nusse_2018","Isg15","ISG15","Isg15"
"21781","Regeneration_Nusse_2018","Gbp5","GBP5","Gbp5"
"21782","Regeneration_Nusse_2018","Trib3","TRIB3","Trib3"
"21783","Regeneration_Nusse_2018","Jdp2","JDP2","Jdp2"
"21784","Regeneration_Nusse_2018","Igtp","IGTP","Igtp"
"21785","Regeneration_Nusse_2018","Gbp2","GBP2","Gbp2"
"21786","Regeneration_Nusse_2018","Phf11d","PHF11D","Phf11d"
"21787","Regeneration_Nusse_2018","Areg","AREG","Areg"
"21788","Regeneration_Nusse_2018","Gbp3","GBP3","Gbp3"
"21789","Regeneration_Nusse_2018","Hspa1b","HSPA1B","Hspa1b"
"21790","Regeneration_Nusse_2018","Spats2l","SPATS2L","Spats2l"
"21791","Regeneration_Nusse_2018","Ccdc88b","CCDC88B","Ccdc88b"
"21792","Regeneration_Nusse_2018","S100a6","S100A6","S100a6"
"21793","Regeneration_Nusse_2018","Pear1","PEAR1","Pear1"
"21794","Regeneration_Nusse_2018","Sh3kbp1","SH3KBP1","Sh3kbp1"
"21795","Regeneration_Nusse_2018","Zbp1","ZBP1","Zbp1"
"21796","Regeneration_Nusse_2018","Il33","IL33","Il33"
"21797","Regeneration_Nusse_2018","Chac1","CHAC1","Chac1"
"21798","Regeneration_Nusse_2018","Slc7a11","SLC7A11","Slc7a11"
"21799","Regeneration_Nusse_2018","Inf2","INF2","Inf2"
"21800","Regeneration_Nusse_2018","S100a14","S100A14","S100a14"
"21801","Regeneration_Nusse_2018",NA,"GM12250",NA
"21802","Regeneration_Nusse_2018","Pdlim7","PDLIM7","Pdlim7"
"21803","Regeneration_Nusse_2018","Gm12185","GM12185","Gm12185"
"21804","Regeneration_Nusse_2018","Icam1","ICAM1","Icam1"
"21805","Regeneration_Nusse_2018","Nlrc5","NLRC5","Nlrc5"
"21806","Regeneration_Nusse_2018","Tead4","TEAD4","Tead4"
"21807","Regeneration_Nusse_2018","B3galt5","B3GALT5","B3galt5"
"21808","Regeneration_Nusse_2018","Slc43a1","SLC43A1","Slc43a1"
"21809","Regeneration_Nusse_2018",NA,"GCG",NA
"21810","Regeneration_Nusse_2018","Hmox1","HMOX1","Hmox1"
"21811","Regeneration_Nusse_2018","Gbp6","GBP6","Gbp6"
"21812","Regeneration_Nusse_2018","Dusp1","DUSP1","Dusp1"
"21813","Regeneration_Nusse_2018","Gbp7","GBP7","Gbp7"
"21814","Regeneration_Nusse_2018","H2-DMb1","H2-DMB1","H2-DMb1"
"21815","Regeneration_Nusse_2018","Ecscr","ECSCR","Ecscr"
"21816","Regeneration_Nusse_2018","Usp18","USP18","Usp18"
"21817","Regeneration_Nusse_2018",NA,"MT-TC",NA
"21818","Regeneration_Nusse_2018","Syt11","SYT11","Syt11"
"21819","Regeneration_Nusse_2018","H2-Q6","H2-Q6","H2-Q6"
"21820","Regeneration_Nusse_2018","Tgtp2","TGTP2","Tgtp2"
"21821","Regeneration_Nusse_2018","Ifit1","IFIT1","Ifit1"
"21822","Regeneration_Nusse_2018","Plekhd1","PLEKHD1","Plekhd1"
"21823","Regeneration_Nusse_2018","Sulf2","SULF2","Sulf2"
"21824","Regeneration_Nusse_2018","Arntl2","ARNTL2","Arntl2"
"21825","Regeneration_Nusse_2018","Ttyh1","TTYH1","Ttyh1"
"21826","Regeneration_Nusse_2018",NA,"H2-Q5",NA
"21827","Regeneration_Nusse_2018","Slc45a3","SLC45A3","Slc45a3"
"21828","Regeneration_Nusse_2018","Socs3","SOCS3","Socs3"
"21829","Regeneration_Nusse_2018","Duoxa2","DUOXA2","Duoxa2"
"21830","Regeneration_Nusse_2018","Prss16","PRSS16","Prss16"
"21831","Regeneration_Nusse_2018","Il18bp","IL18BP","Il18bp"
"21832","Regeneration_Nusse_2018","Scd1","SCD1","Scd1"
"21833","Regeneration_Nusse_2018","Bst2","BST2","Bst2"
"21834","Regeneration_Nusse_2018","Oasl1","OASL1","Oasl1"
"21835","Regeneration_Nusse_2018",NA,"SPTA1",NA
"21836","Regeneration_Nusse_2018","Mt2","MT2","Mt2"
"21837","Regeneration_Nusse_2018","H2-Aa","H2-AA","H2-Aa"
"21838","Regeneration_Nusse_2018","H2-Q7","H2-Q7","H2-Q7"
"21839","Regeneration_Nusse_2018","Tnfsf9","TNFSF9","Tnfsf9"
"21840","Regeneration_Nusse_2018","Hk1","HK1","Hk1"
"21841","Regeneration_Nusse_2018","Slc17a9","SLC17A9","Slc17a9"
"21842","Regeneration_Nusse_2018","Mboat1","MBOAT1","Mboat1"
"21843","Regeneration_Nusse_2018",NA,"MX2",NA
"21844","Regeneration_Nusse_2018","Oas3","OAS3","Oas3"
"21845","Regeneration_Nusse_2018","Slfn2","SLFN2","Slfn2"
"21846","Regeneration_Nusse_2018","Apobec2","APOBEC2","Apobec2"
"21847","Regeneration_Nusse_2018",NA,"GSDMCL-PS",NA
"21848","Regeneration_Nusse_2018","Sprr2a3","SPRR2A3","Sprr2a3"
"21849","Regeneration_Nusse_2018","Ak4","AK4","Ak4"
"21850","Regeneration_Nusse_2018","H2-Eb1","H2-EB1","H2-Eb1"
"21851","Regeneration_Nusse_2018","Ciita","CIITA","Ciita"
"21852","Regeneration_Nusse_2018","Rhof","RHOF","Rhof"
"21853","Regeneration_Nusse_2018","Slc16a3","SLC16A3","Slc16a3"
"21854","Regeneration_Nusse_2018","Slfn4","SLFN4","Slfn4"
"21855","Regeneration_Nusse_2018","Duoxa1","DUOXA1","Duoxa1"
"21856","Regeneration_Nusse_2018","Sema6b","SEMA6B","Sema6b"
"21857","Regeneration_Nusse_2018","Fkbp11","FKBP11","Fkbp11"
"21858","Regeneration_Nusse_2018",NA,"E130012A19RIK",NA
